,Content,Location,Username,Retweet-Count,Favorites,Created at
14,"#BreakingNews

#MagBitterTruth

One Year after #Corona #Virus #Hoax
#GlobalWarming #Hoax
#Wuhan

Quote on Quote MagBitterTruth; Your dumb as a box of rocks.
Bamm on!!
#ThePublicSucks https://t.co/1UXqehAK0q",,RCitaat,0,0,2021-03-30 20:57:43
15,"For all the Dutch: did we choose for this?
All the real #COVIDIOTS: is this what you want?
#Covid19 is NOT a killer virus, it never has been.
#GlobalWarming is a hoax.
Inform yourselves, and pray it's not too late yet.
5/",,Yorianne5,1,0,2021-03-30 20:55:38
16,"A good fast-paced book and an enjoyable read. Grab a copy of ""Global Warning: Climate in Crisis"" now. #haiku #climate #globalwarming  @awlasky available at Amazon --&gt; https://t.co/5wYbccyz06 https://t.co/HrAHSYLa53",worldwide,author2authors,1,2,2021-03-30 20:44:02
17,Seriously ugly: here’s how Australia will look if the world heats by 3℃ this century #globalwarming  #climateaction https://t.co/o8RVL4rbFv,Melbourne Australia,sparrow_linda,1,1,2021-03-30 20:41:52
18,"One of the funniest things I’ve seen, I’m actually crying with laughter #funny #earthFan #globalWarming #windTurbine https://t.co/xlu6RMDAol","High Wycombe, England",Gilbertronica,0,1,2021-03-30 20:41:09
19,"If countries don’t ramp up efforts to cut greenhouse gas emissions, #globalwarming could extend summer heat &amp; humidity by three months by 2100, according to a new study. Longer summers may sound like a “hot” idea, but they could have dire consequences.
https://t.co/xR3tFvSv7b","HQ - Arlington, VA",ConservationOrg,2,9,2021-03-30 20:39:01
20,"#GlobalWarming is following its path https://t.co/IarSQsWDko but a lot of people look at other side
#ClimateCrisis #climatechange #ClimateAction 
https://t.co/snmxTjotAW",,bobhillbrain,0,0,2021-03-30 20:27:32
21,"Much needed hike around Eastbourne area. Abnormally hot for March. Got me thinking about global warming. 
#eastbourne #GlobalWarming #hike #irix15mm #weather #hot #sea #coast #nikonz5 #nikonz5photography #heatwave #sussex #walkthisway #photography #longexposure https://t.co/1BjvpTb2bG","England, United Kingdom",EShearmur,0,1,2021-03-30 20:27:08
22,"2. We live on a finite planet &amp; infinite growth in GDP is neither sustainable nor desirable, if that increase is predicated on the exploitation of the earths natural resources. 

#ClimateCrisis #extinction #GlobalWarming 

To go beyond profit is in my view essential. https://t.co/iESGN9cGdV",Bicester,nickhebditch,0,0,2021-03-30 20:23:36
23,"#GlobalWarming follows It path and humans help It
Our blindness  is near to extint us as species https://t.co/p7biuHwC9Z #ClimateCrisis 
https://t.co/MlSjKKROwK",,bobhillbrain,0,0,2021-03-30 20:18:57
24,"Ocean is far to be as hotter as cretaceous, however we couldn’t survive in cretaceous age https://t.co/kwclTMtCPM
#climatechange #GlobalWarming 
https://t.co/liYHyJfSby",,bobhillbrain,0,0,2021-03-30 20:18:02
25,"Animated explainer video about Carbon Capture technology! Could this reverse Global Warming!?

#carboncapture #GlobalWarming #ClimateAction #ClimateCrisis #carbonneutrality 

https://t.co/KrmE8dkmtD",United States,lightbulb_YT,0,0,2021-03-30 20:09:24
26,"A Human would NEVER attempt to block out the Sun, as he knows like most EVERYTHING on the planet, he is SUN DEPENDENT. He would at least try to live somewhere where there is less sunlight and not block out the sun for everyone. #GlobalWarming",FL,iamayodigi,0,0,2021-03-30 20:08:35
27,800 tons of CO2 will be absorbed if I manage to sell 20 of these #charityNFT for 0.02 #ETH (~37$) each. I will not earn a single Cent but mother nature will love you for this 🌳💕 #nft #nftart #nftartist #nftcollector #nftinvestor #GlobalWarming https://t.co/GPqafKAbdw,"München, Bayern",UzupisMUC,1,3,2021-03-30 20:07:37
28,"#GlobalWarming increases ts trend
We need to take the #ClimateAction now If we want to have a little hope to survive as species  https://t.co/onudW5s7qG #climate #ClimateCrisis #climatechange 
https://t.co/rrShbY1uR7",Catalunya,rpujolvives,1,1,2021-03-30 20:07:33
29,"Consider #nuclearenergy! 
#ClimateEmergency #ClimateCrisis #ClimateStrikeOnline #GlobalWarming #GretaThunberg   #rtItBot #IARTG #museboost #ClimateStrikeOnline https://t.co/6cGLKx3VOJ",California,USA2_0,2,0,2021-03-30 20:07:33
30,"A Human would NEVER cry:
“Stop global warming”
When they have made ZERO EFFORT to stop the production of plastics in our environment. STOP THE PRODUCTION OF PLASTIC:
Bottles
Grocery bags
Utensils #GlobalWarming",FL,iamayodigi,0,0,2021-03-30 20:05:43
31,Consider #nuclearenergy! #ClimateEmergency #ClimateCrisis #ClimateStrikeOnline #GlobalWarming #GretaThunberg   #rtItBot #IARTG #museboost #ClimateStrikeOnline https://t.co/bfDww3cVqw,California,USA2_0,1,0,2021-03-30 20:04:25
32,"CLIMATE CHANGE IS REAL. And it's happening right now. We all together must protect our common home 🌎. We all must act. Let us all move towards a more sustainable world.
 #climatechange #ClimateAction
#GlobalWarming #AirPollution #act #SaveNighgad #Nighgad #GoGreen #Nepal",,maagicbus142,0,1,2021-03-30 20:00:57
33,Listen to this great @gretathunberg interview - excellent focus/advice! #ClimateEmergency #ClimateCrisis #ClimateStrikeOnline #GlobalWarming #GretaThunberg   #rtItBot #IARTG #museboost #ClimateStrikeOnline https://t.co/g4W6Nhq5Nu,California,USA2_0,2,0,2021-03-30 19:53:00
34,"Typhon in east of Africa‼️
#GlobalWarming is changing #climate globaly https://t.co/onudW5s7qG
#climatechange is Unstoppable 
 https://t.co/V6TpDrKSkg",Catalunya,rpujolvives,1,1,2021-03-30 19:41:48
35,Uganda climate change: The people under threat from a melting glacier 🇺🇬 #climatechange #GlobalWarming #uganda #meltingglacier https://t.co/BoVshJZ1ht https://t.co/uN6lzEVAZk,,boppinmule,0,0,2021-03-30 19:40:02
36,Bill Gates-funded Study to Dim Sunlight May Be Needed Against 'Horrific' Climate Change https://t.co/PUGBLQqXFu via @newsweek #environmental #globalwarming,"PONCE, PR",DJ_HYDRO,0,1,2021-03-30 19:36:18
37,"@cobbo3 And then you see @MakerereU scrapping off #EnvironmentalScience degree program &amp; Meteorology, how shall the drastic impacts of #climatechange &amp; #globalwarming be addressed without any knowledge about Environment?",Alkebulan ,LoneWalker_256,0,0,2021-03-30 19:35:59
38,If ever there was a graph which shows the impact of #GlobalWarming it’s the Japanese cherry blossom peak going back 1200 years 😳 https://t.co/XUPaNnnQII,Hove,JBradshawLLB,0,0,2021-03-30 19:31:14
39,Disappointed to find that today is not the hottest March Day ever!!! Given our efforts in 2021 to ensure #GlobalWarming is going to plan I can’t believe they@were doing a better job of destroying the planet in 1968,,NeilAnthonyGarn,0,2,2021-03-30 19:30:47
40,"Obviously the end of #oil business is the end of any combustion https://t.co/0NMmR9mtNx #GlobalWarming #ClimateAction 
The end of the internal combustion engine? https://t.co/pQj3cSWvR8 via @AJEnglish",Catalunya,rpujolvives,4,0,2021-03-30 19:15:59
41,"#Australia is in doors of a new entry in the hell
In few years parts of Australia will become uninhabitable https://t.co/GTYBCeYXcw #ClimateAction #ClimateCrisis #GlobalWarming 
https://t.co/685NKrz2RP",Catalunya,rpujolvives,5,0,2021-03-30 19:15:21
42,"Good afternoon, is the air tick and opaque? Or is the climate change really attacking me?
.
.
.
.
.
.
.
.
#ClimateAction #ClimateCrises #ClimateStrike #air #GlobalWarming","Maracay, Venezuela",fb054b245bfa428,0,1,2021-03-30 19:13:57
43,"4 degree Celsius climax is a worrisome status by 2050.

#science
#globalwarming","planet, earth",Lual4climate,0,1,2021-03-30 19:08:13
44,"Post 730: 1.25°C average increase in temperature since 1975 (approx.)

#ClimateData from #FernandoDeNoronha , #Brazil . Follow me for daily updates

#ClimateChange #ClimateEmergency #ClimateAction #ClimateActionNow #GlobalWarming #ClimateBrawl #ClimateCrisis #ClimateJustice https://t.co/CM8ei8evhq","Beaverton, OR",GraphsAndCharts,0,1,2021-03-30 19:07:00
45,Netflix makes #CLIMATE-focused commitment to neutralize the companys #EMISSIONS by 2022     - CNET https://t.co/aVQ4AgSzW2  #GlobalWarming #climatechange,"New York, USA",gridpointwx,0,1,2021-03-30 19:06:40
46,Netflix makes #CLIMATE-focused commitment to neutralize the companys #EMISSIONS by 2022     - CNET https://t.co/8p46pxrjkO #GPWX #GlobalWarming #climatechange,NY,TimMelino,0,0,2021-03-30 19:06:20
47,"Who will gain from global warming? 

https://t.co/AqTl0bIcO4

#globalwarming #climatechange  #nytimes #guardian #wsj #bloomberg #cnn #cnbc #wapo",,DrGem2015,0,1,2021-03-30 18:45:25
48,#GlobalWarming update from the South Pole today #ShareYourWeather #TheWeatherNetwork https://t.co/vEuFUVWQzp https://t.co/wkt443WJau,#HamOnt #WorldWide,freddreise,0,0,2021-03-30 18:42:50
49,"an interspecies discussion
on global warming;
verdict - mankind very bad

#haiku #haikuchallenge @baffled #globalwarming #ClimateAction  #climatechange #ClimateCrisis","Hyderabad, India",coffeeandhaiku,0,10,2021-03-30 18:33:41
50,"#GlobalWarming it will produce one of the largest migrations in the world https://t.co/d4nRqZfA20 
#ClimateEmergency #ClimateAction #climatechange 
https://t.co/X1ENQN4PNb",Catalunya,rpujolvives,0,0,2021-03-30 18:12:40
51,"Antarctica and Greenland are melting even faster because the earth is on fire.
#climatechange
#climatechangeisreal
#climateaction
#climateactionnow
#endtheclimatesilence
#globalwarming https://t.co/fTf523VsQa",,Sophanas,0,1,2021-03-30 18:11:16
52,"One of the most inspiring documentaries I have ever watched! Full of hope. #CO2Capture in the soil through #RegenerativeAgriculture is the answer to #GlobalWarming!
#KissTheGround #HealTheSoil
https://t.co/crbANAWvc7 @kissthegroundCA",Belgium & Rwanda,Giova59,0,1,2021-03-30 18:04:13
53,#Climate crisis: Keeping hope of 1.5°C limit alive is vital to spurring #global action - https://t.co/FJAicKB5w1 #globalwarming #parisagreement #environment,USA,GreenIsTweet,0,1,2021-03-30 17:50:07
54,Warming of 3 or 3.5 degrees would unleash suffering beyond anything that humans have ever experienced through many millennia of strain &amp; strife &amp; all out war. #GlobalWarming #ClimateAction,Pakistan,aviramza,0,1,2021-03-30 17:44:21
55,Disappointing thread. @ecomi_ and $omi community and myself need to do a better job at educating the public about #VeVe's ECO-friendly #nft's. Minted on #gochain. Big companies do not want to be perceived as contributing to #globalwarming. This FUD needs to be fought proactively. https://t.co/iBJNhn6m5g,"Nashville, TN",babywerewolf5,3,34,2021-03-30 17:43:53
56,"Amazon's goal is to be able to deliver 50% of shipments with net zero carbon emissions by 2030. The scope of shipment zero includes electricity emissions, transportation emissions.
#ecofriendly #sustainability #zerowaste #climatechange #globalwarming https://t.co/HWbkqltENN",,Eco_Meego,0,0,2021-03-30 17:40:30
57,Immediate and drastic. The #CLIMATE crisis is seriously spooking economists https://t.co/Le5FVssZCW  #GlobalWarming #climatechange,"New York, USA",gridpointwx,0,1,2021-03-30 17:36:46
58,Immediate and drastic. The #CLIMATE crisis is seriously spooking economists https://t.co/FawtrsNdp8 #GPWX #GlobalWarming #climatechange,NY,TimMelino,1,0,2021-03-30 17:36:22
59,"Peak #Arctic sea ice for the #winter of 2021 tied for the seventh-lowest on record
#Weather #GlobalWarming #ClimateAction
 https://t.co/OgGc2hmgQI",,IndiaAstronomy,0,3,2021-03-30 17:35:11
60,"Biden says that he will work to protect vulnerable communities from those in power. These include fossil-fuel companies that intentionally harm the environment and put people at risk. 
#ecofriendly #sustainability #zerowaste #climatechange #globalwarming
https://t.co/U22vG4j2U5",,Eco_Meego,0,0,2021-03-30 17:34:09
61,In Pictures: UK March #TEMPERATURE highest for 53 years https://t.co/j0gq6wZCNC  #GlobalWarming #climatechange,"New York, USA",gridpointwx,0,0,2021-03-30 17:21:59
62,Delay is as dangerous as denial: scientists urge Australia to reach net zero #EMISSIONS faster https://t.co/foNxavavQe  #GlobalWarming #climatechange,"New York, USA",gridpointwx,0,0,2021-03-30 17:21:47
63,In Pictures: UK March #TEMPERATURE highest for 53 years https://t.co/ChCFXC6kHU #GPWX #GlobalWarming #climatechange,NY,TimMelino,0,1,2021-03-30 17:21:37
64,Delay is as dangerous as denial: scientists urge Australia to reach net zero #EMISSIONS faster https://t.co/ZAcFWL3h9G #GPWX #GlobalWarming #climatechange,NY,TimMelino,0,1,2021-03-30 17:21:21
65,"#SharedQuestions:  Is planting trees good for mental health?

#Anxiety #GlobalWarming #IndividualActions #CollectiveBehavior #MeaningAndPurpose #SharedFacts","Baltimore, 地球, Cape Breton           P(A|B)=P(B|A)P(A)/P(B)",allentien,2,8,2021-03-30 17:10:02
66,#GoJoe! This is a very comprehensive policy - especially 4 the #FirstHundredDays! Now it's time for @JoeBiden to declare a #ClimateEmergency #ClimateCrisis #ClimateStrikeOnline #GlobalWarming #GretaThunberg   #rtItBot #IARTG #museboost https://t.co/NHGq8xnpNl,California,USA2_0,1,0,2021-03-30 17:05:00
67,"According to a study by journal Geophysical Research Letters, South Asian countries are exposed to a higher risk of heatwaves.
#GlobalWarming | #Heatwaves | #SouthAsia | #India 

To Read More...
Click the Link Below,
https://t.co/LVn5blu33U",India,briflynews,0,0,2021-03-30 17:00:00
68,17 degrees outside now (that's 62 for my American friends) and the forecast says it's to drop to as low as -5 on Monday 🥶 #GlobalWarming,"North West, England",JohnnyLikesThis,0,0,2021-03-30 16:47:41
69,"West Virginia attorney general threatens to sue the US SEC if it compels companies to file disclosures on #environmental, #social and #governance #ESG matters.
 #Diversity #HumanCapital #ClimateChange #GlobalWarming #compliance  #…https://t.co/uBSvJV5LvD https://t.co/54AiVRItl9",Global,dcolgren,1,0,2021-03-30 16:44:37
70,"Choose local could contribute to Global Warming. So be careful with what you choose
#GlobalGoals 
#GlobalWarming 
#SDGs 
#EatLocal 
#ClimateCrisis 
#climate 
#ClimateAdaptation",,StangeChristian,0,2,2021-03-30 16:38:08
71,"""During an exceptionally warm March in #Japan, the #cherryblossoms in #Kyoto peaked Friday, the earliest in more than 1,200 years of records"": a clear sign of #GlobalWarming; we need to take radical action to address the #ClimateCrisis &amp; #savetheplanet~!
https://t.co/mmAazYHlYA",New York,paulinepark,0,3,2021-03-30 16:37:38
72,"Opinion💭by @TheJohnRobson

#Beijing is infamously not on board with cutting #Emissions.

If man-made #GlobalWarming is an existential threat to civilization, somebody needs to get #China to start treating it as such. If not, there’s no need to. https://t.co/iVPpoRvBKM",New York City,EpochOpinion,47,97,2021-03-30 16:35:03
73,"#governments must urgently undertake activities that will help #conserve and improve our #environment. As individuals, no matter where we live; we can also slow down #GlobalWarming by implementing small #sustainable #Action within our #communities. @UNDPAfrica @UNDP @UN @UN_PGA https://t.co/eBkLipMDKa","Kampala, Uganda (tonykaburu@yahoo.com)",antonykaburu,0,1,2021-03-30 16:34:10
74,#globalwarming hit hard this province. Again. https://t.co/hn7auiOURp,"British Columbia, Canada",dankogaion,0,0,2021-03-30 16:31:14
75,"Silver Sponsor: Mekco Supply Inc.
7th @DaySeminar 
Register @ https://t.co/bAcTrH1vBP

@ShohrehP @lumesmart #EarthDay #ClimateAction #watermanagement #greeneconomy #cleanenergy #ClimateCrisis #ClimateActionNow #SaveEnvironment #MotherEarth #cleanenergy #GlobalWarming #wastewater https://t.co/FAoacqMb5t",,DaySeminar,3,3,2021-03-30 16:21:28
76,"(1of 2)
#water is extremely corrosive. When golf balls are lost to the water the plastic golf balls release microscopic plastic into our waterways. Times this by the millions per year in just our country alone. A little adds up to a lot.
#dearMoonCrew
#GlobalWarming
#Pollution https://t.co/NYfcQUyCg8",,RyGuyy44,0,2,2021-03-30 16:20:04
77,"(2 of 2)
polychlorinated biphenyls (PCBs) are a chemical from #microplastics that make their way into our drinking water and our oceans. 
#reduce #reuse #Recycle4Nature 
#dearMoonCrew
#scubadiving #environment  #GlobalWarming",,RyGuyy44,0,1,2021-03-30 16:17:07
78,"Shocking floods in Cali Colombia 2021 The power of nature https://t.co/0Ln5L8YPh2 via #YouTube 

#Columbia #floods #Cali #climate #ClimateStrike #news #latestnews #latestnewstoday #ClimateAction #GlobalWarming",Romania,WarningWorld,1,1,2021-03-30 16:13:23
79,"As one of the world’s oldest crops, #hemp boasts a long history encompassing many uses. In today’s blog, we’ll dive into the planetary benefits of hemp. In short: growing more hemp may save the planet from #globalwarming disasters. #savetheplanet
https://t.co/D3FULNFd81",North America,GrowersChoiceUS,1,0,2021-03-30 16:10:05
80,"Human beings can't live without water, but we are wasting water all day long, besides polluting it.
#ecofriendly #sustainability #zerowaste #climatechange #globalwarming",,Eco_Meego,0,0,2021-03-30 16:08:51
81,"Interesting Ways We Can Make A Positive Impact on #globalwarming
#saveourearth #environmentallyfriendly #climatecrisis #sustainablelifestyle

https://t.co/dZDJYUMhCX","Washington, DC",ecospacesdc,0,0,2021-03-30 16:07:09
82,"Bee the Protector they Need https://t.co/GWddt1rWi4

#climatechange #sustainability #globalwarming #savetheplanet #climate #ecofriendly #climatecrisis #OceanProtectionLeague #LiquidHike #ClimateEmergency #ClimateJustice #ClimateAction https://t.co/47O7HiIyhw",#OceanProtectionLeagueGallery,MicheleTrainer,2,4,2021-03-30 16:00:13
83,Biden appoints Gates Head of FARTA and air quality passports https://t.co/rIj9rFxmwz  #globalwarming #josephbiden #farting #billgates,,TheSpoof,0,0,2021-03-30 16:00:02
84,"Free Markets And ESG Investing Wont Fix The #CLIMATE Crisis, Says Former Blackrock Sustainability Chief https://t.co/5sZkZXP9SV  #GlobalWarming #climatechange","New York, USA",gridpointwx,0,1,2021-03-30 15:51:31
85,"Free Markets And ESG Investing Wont Fix The #CLIMATE Crisis, Says Former Blackrock Sustainability Chief https://t.co/8Y3oVE0hoe #GPWX #GlobalWarming #climatechange",NY,TimMelino,0,1,2021-03-30 15:51:08
86,"Warmest daily temperatures

44 India
43 Senegal Mali 
42 Oman Australia
40 South Africa

Noteworthy.. Minnesota 29C, thanks to @extremetemps (follow his great account) 

#Antarctica coldest -63.2 (40th day) 
#ClimateCrisis #ClimateChange #GlobalWarming  #GretaThunberg #netzero https://t.co/XwmGqJD3md",Caribbean,chriscartw83,1,2,2021-03-30 15:43:22
87,"What is the Circular Economy? A simple illustration.

#CircularEconomy
#Sustainability #GlobalWarming 
https://t.co/XBmv2HRFLe",,ghum_fir,0,0,2021-03-30 15:39:53
88,"#Arctic holding steady...It will be cold next week, it seems, according to the D+7 forecast 

So, hopefully, it will hold steady a bit longer 

#ClimateCrisis #ClimateChange #GlobalWarming  #GretaThunberg #netzero https://t.co/5pRls1cIr3",Caribbean,chriscartw83,0,1,2021-03-30 15:34:43
89,#GlobalWarming Is 'Fundamentally' Changing The Structure of Our World's #Oceans https://t.co/7AT9cj3A0R via @ScienceAlert  #tuesdaythoughts,United Kingdom,YanVanaAuthor,0,1,2021-03-30 15:26:00
90,Maths teachers should focus on the statistics relating to the #ClimateCrisis They should analyse the data with their students and raise awareness of  #globalwarming #risingsealevels #CO2emissions All teachers should promote #EcoLiteracy and #TeachGreen,Global Citizen ,IntEdToday,0,0,2021-03-30 15:15:03
91,"Ample reasons for Industrial owners with Larger Roof space  to consider solar.
  
Learn more in https://t.co/RruBBAAp8z

#playsolarsavedollar with Energyella Solar services today

#energyellasolar #EarthHour #ClimateAction #GlobalWarming #energyefficiency #energysaving https://t.co/dhFKkEkBR4",,EnergyellaS,0,0,2021-03-30 15:11:40
92,"""The projected economic fallout from climate change would reach $1.7 trillion annually by 2025 and roughly $30 trillion per year by 2075"" https://t.co/23Dp4bk72j #climatechange #globalwarming","Boston, MA",BenJSilverman,0,0,2021-03-30 15:09:09
93,Light #POLLUTION from satellites poses threat to astronomy https://t.co/4aUiyOH0de  #GlobalWarming #climatechange,"New York, USA",gridpointwx,0,0,2021-03-30 15:06:31
94,"#ClimateChange could become in the worse human catastrophe, but we don’t see It due not lineal behavior https://t.co/iBgf28fNNg
Analysis: When might the world exceed 1.5C and 2C of #GlobalWarming? https://t.co/ZBG9ymS0DM",Catalunya,rpujolvives,0,0,2021-03-30 15:06:14
95,Light #POLLUTION from satellites poses threat to astronomy https://t.co/Iw8qmZ37zg #GPWX #GlobalWarming #climatechange,NY,TimMelino,0,0,2021-03-30 15:06:11
96,"NEW EPISODE! ""The Physics of Climate Change"" with @LKrauss1 

🎧On all audio #podcast platforms:
https://t.co/t8MNAdtrw8

🎥And #YouTube:
https://t.co/VvC3g1PxMv

#ShiftsInPerspective #environment #sustainability #nature #earth #facts #ClimateChange #GlobalWarming #ClimateAction",,RisingLaterally,2,1,2021-03-30 15:03:04
97,"Plan your car trips to reduce gasoline consumption, which leads to saving water.
#ecofriendly #sustainability #zerowaste #climatechange #globalwarming",,Eco_Meego,0,0,2021-03-30 14:54:41
98,My body is tripping this morning.  This asthma and allergy season is kicking my behind! #allergies #asthmaticsatrisk #AirPollution #GlobalWarming https://t.co/N9vCOuQu58,"Lake Forest, CA",WeCantStop70z,0,1,2021-03-30 14:48:32
99,"#GlobalWarming advances so fast but It could trigger other Ice Age https://t.co/QECniMtWP3 It doesn’t matter If #climatechange goes to hot or cool #ClimateAction 
Shift to a Not-So-Frozen North Is Well Underway, Scientists Warn https://t.co/BFQfK1ZfN9",Catalunya,rpujolvives,1,0,2021-03-30 14:46:35
100,"Organic products feature plants that generally grow in the soil that doesn't contain harmful material.
#ecofriendly #sustainability #zerowaste #climatechange #globalwarming https://t.co/oRBOb9Tow4",,Eco_Meego,0,0,2021-03-30 14:45:59
101,"@Eco_Act, @interxion, @SchneiderElec and Calanques National Park announce seagrass conservation program to help tackle climate change #globalwarming #climatechange #seagrass #conservation #DCRmagazine https://t.co/vHfxLZQeIA https://t.co/pEbwSAWhTP",United Kingdom,DCRmagazine,0,0,2021-03-30 14:45:05
102,We are about to end the world and still new species are being discovered. We humans are a curse for this beautiful planet. We don't deserve it. #GlobalWarming #wildlife https://t.co/lnWWZAEmQu,"New Delhi, India",NikhilRathi1393,0,0,2021-03-30 14:43:34
103,"This may be a bit more of a sign of worrying climate change.  Not this single episode, but that we things like this around the world every year.

https://t.co/9iToU7vk8b

#climatechange #globalwarming #carboncrisis #climateaction",UK,SustainUKorg,0,2,2021-03-30 14:41:02
104,@SkyNews Their might not be another 100 years #GlobalWarming,Hashemite Kingdom of Jordan,TomAFC49Wenger,0,0,2021-03-30 14:40:39
105,"Like Mediterranian, this lake was near to full dry in other ages but we are drying the world https://t.co/T7em7kv9pU #GlobalWarming #climatechange 
The Caspian Sea is set to fall by 9 metres or more this century – an ecocide is imminent https://t.co/b7P6Dn8NWf - @ConversationUK",,bobhillbrain,0,0,2021-03-30 14:35:55
106,"#GlobalWarming is a fact and time is ending  https://t.co/Zz2Ag83anu 
#climatechange #ClimateCatastrophe #ClimateAction 
https://t.co/NStWVUsY9a",,bobhillbrain,1,0,2021-03-30 14:33:57
107,"@Eco_Act, @interxion, @SchneiderElec and Calanques National Park announce seagrass conservation program to help tackle climate change #globalwarming #climatechange #seagrass #conservation @DCRmagazine https://t.co/ndAs7V9lSA https://t.co/v38ltvnp4q",United Kingdom,elecreviewmag,0,0,2021-03-30 14:30:31
108,"Hospitals can invest more in patient-care as opposed to high energy bill over HVAC.

Learn more in https://t.co/RruBBAAp8z

#playsolarsavedollar with Energyella Solar services today

#energyellasolar #EarthHour #ClimateAction #GlobalWarming #energyefficiency #energysaving https://t.co/PqIZWSwYpn",,EnergyellaS,0,0,2021-03-30 14:30:15
109,.@CharlieBakerMA signed into law a bill that codifies MA's commitment to achieving #NetZero emissions in 2050 by updating the GHG emissions limits related to the 2008 #GlobalWarming Solutions Act and more. @dhkovaleski #ActOnClimate @insider_energy  https://t.co/hd2zt9fP0s,"Washington, DC",ECIComms,0,1,2021-03-30 14:26:41
110,"Earth Hour 2021

Visit the N0CO2 website to see how you can remove your CO2 - https://t.co/GkHDfokmvW

Information received from Earth Hour website - https://t.co/p8hniOLLJX 

#N0CO2 #globalwarming #earthhour #climatechange #sustainability #environment https://t.co/mVBW5LOfaQ","London, England",N0CO2,1,1,2021-03-30 14:20:39
111,Looking good on #photography stressful #CoronaLockdown  brought reversal of #GlobalWarming brings joy &amp; fun like #lol but confinement is neded to stop #coronavirus Voluntary #lockdown is even better. Indian PM Modi did it https://t.co/FswPxaOept Can it aid https://t.co/BJ2jbvuWLw,,RevolutionsCen,0,0,2021-03-30 14:20:02
112,New data from @YaleClimateComm &amp; @Mason4C show a large increase in Americans’ recognition of the health harms caused by climate change. And most Americans understand that the impacts to our health from #GlobalWarming will increase over the coming decade. https://t.co/o2EIUBUijX https://t.co/oLjXqvtyYw,,ClimateComms,11,15,2021-03-30 14:19:42
